game_name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,fk_publisher_id,fk_developer_id
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,15,2
ZooCube,GC,2002,Puzzle,0.02,0.0,0.0,0.0,0.02,67.0,15.0,6.1,7.0,E,31,1452
GRID Autosport,PC,2014,Racing,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,E,35,295
Spy Hunter / Super Sprint,GBA,2005,Racing,0.02,0.01,0.0,0.0,0.02,,,,,,84,2
Demon Gaze 2,PSV,2014,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,467,2
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,436,2
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,323,2
Room Zoom: Race for Impact,XB,2004,Racing,0.02,0.01,0.0,0.0,0.02,,,,,,163,2
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,357,2
Tube Slider,GC,,Racing,0.02,0.0,0.0,0.0,0.02,62.0,21.0,,,E,34,21
America Oudan Ultra-Quiz,SAT,1995,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,249,2
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,0.0,0.0,0.02,0.0,0.02,,,,,,357,2
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,,308,2
Let's Play Garden,Wii,2010,Simulation,0.02,0.0,0.0,0.0,0.02,,,,,E,42,1035
My Animal Centre,Wii,2009,Simulation,0.0,0.02,0.0,0.0,0.02,,,,,,42,2
Blade Arcus from Shining EX,PS4,2015,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,,9,2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,26,2
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,0.0,0.0,0.02,0.0,0.02,,,,,,26,2
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,0.0,0.0,0.02,0.0,0.02,,,,,,8,2
Petz: Dolphinz Encounter,DS,2009,Simulation,0.01,0.01,0.0,0.0,0.02,,,,,E,6,13
The Lord of the Rings: Conquest,PC,2009,Action,0.0,0.02,0.0,0.0,0.02,57.0,24.0,6.7,42.0,T,8,94
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,0.0,0.0,0.02,0.0,0.02,,,,,,26,2
Monster High: New Ghoul in School,X360,2015,Action,0.0,0.02,0.0,0.0,0.02,,,,,E,241,1470
Stake: Fortune Fighters,XB,2003,Fighting,0.02,0.01,0.0,0.0,0.02,26.0,8.0,3.7,6.0,T,139,1583
Assault Suit Leynos,PS4,2016,Shooter,0.02,0.0,0.0,0.0,0.02,67.0,8.0,,,E10+,70,1584
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,34,2
Serious Sam Advance,GBA,2004,Shooter,0.02,0.01,0.0,0.0,0.02,51.0,9.0,7.2,10.0,M,63,343
Pop'n Music 12 Iroha,PS2,2006,Simulation,0.0,0.0,0.02,0.0,0.02,,,,,,15,2
Foto Showdown,DS,2010,Role-Playing,0.02,0.0,0.0,0.0,0.02,,,,,E,34,961
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,0.0,0.0,0.02,0.0,0.02,,,,,,323,2
Turbo: Super Stunt Squad,WiiU,2013,Sports,0.0,0.02,0.0,0.0,0.02,,,3.9,8.0,E,58,418
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,0.0,0.0,0.02,0.0,0.02,,,,,,15,2
Disney Planes Fire & Rescue,WiiU,2014,Action,0.01,0.01,0.0,0.0,0.02,,,,,,33,2
Let's Dance with Mel B,Wii,2011,Sports,0.0,0.02,0.0,0.0,0.02,,,,,T,195,731
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,0.0,0.0,0.02,0.0,0.02,,,,,,15,2
Road Trip: The Arcade Edition,GC,2002,Racing,0.02,0.0,0.0,0.0,0.02,,,,,E,84,498
Alien Breed Trilogy,X360,2011,Shooter,0.0,0.02,0.0,0.0,0.02,,,,,,92,2
No More Heroes: Heroes' Paradise,X360,2010,Action,0.0,0.0,0.02,0.0,0.02,,,,,,214,2
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,0.0,0.0,0.02,0.0,0.02,,,,,,9,2
Captain Morgane and the Golden Turtle,DS,2012,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,,356,819
Cold War,XB,2005,Shooter,0.02,0.01,0.0,0.0,0.02,60.0,25.0,8.0,4.0,T,319,1585
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,0.0,0.0,0.02,0.0,0.02,,,,,,357,2
Steel Battalion: Line of Contact,XB,2004,Simulation,0.02,0.01,0.0,0.0,0.02,70.0,19.0,8.0,8.0,T,13,49
Reco Love: Blue Ocean,PSV,2016,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,274,2
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,307,2
NBA Starting Five,XB,2002,Sports,0.02,0.01,0.0,0.0,0.02,48.0,4.0,5.5,4.0,E,15,70
Kami Naru Kimi to,PSP,2011,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,323,2
Spy Hunter: Nowhere To Run,PS2,2006,Racing,0.01,0.01,0.0,0.0,0.02,51.0,21.0,6.0,6.0,T,40,232
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,,214,2
Final Fantasy XIV: Heavensward,PC,2015,Action,0.01,0.01,0.0,0.0,0.02,86.0,14.0,7.7,255.0,T,16,47
Omega Quintet,PS4,2014,Role-Playing,0.0,0.0,0.02,0.0,0.02,58.0,22.0,7.1,81.0,T,266,911
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,0.02,0.01,0.0,0.0,0.02,58.0,7.0,,,E,13,1377
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,0.0,0.0,0.02,0.0,0.02,,,,,,26,2
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,0.02,0.01,0.0,0.0,0.02,53.0,7.0,,,E,176,251
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,0.0,0.0,0.02,0.0,0.02,,,,,,154,2
Final Fantasy XIV: Heavensward,PS3,2015,Action,0.01,0.0,0.01,0.0,0.02,,,8.2,72.0,T,16,47
Diabolik Lovers: Vandead Carnival,PSV,2014,Action,0.0,0.0,0.02,0.0,0.02,,,,,,323,2
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,0.02,0.01,0.0,0.0,0.02,56.0,6.0,7.7,6.0,E,40,251
Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,0.0,0.0,0.02,0.0,0.02,,,,,,242,2
Atari Flashback Classics: Volume 2,PS4,2016,Misc,0.02,0.0,0.0,0.0,0.02,,,,,E,11,1135
Vantage Master Portable,PSP,2008,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,251,2
Viva Pinata,PC,2007,Simulation,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.8,20.0,E,2,628
Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,9,2
Moto Racer DS,DS,2008,Racing,0.0,0.02,0.0,0.0,0.02,73.0,6.0,,,E,125,241
Neverwinter Nights 2,PC,2006,Role-Playing,0.0,0.02,0.0,0.0,0.02,82.0,46.0,6.5,565.0,T,11,79
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,,12,2
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,58,2
PopCap Hits! Vol 2,X360,2011,Misc,0.0,0.02,0.0,0.0,0.02,,,,,,92,2
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,0.0,0.02,0.0,0.0,0.02,75.0,25.0,8.6,79.0,T,19,1232
Jurassic Park: Operation Genesis,PC,2003,Simulation,0.0,0.02,0.0,0.0,0.02,72.0,15.0,8.7,55.0,T,24,411
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,0.0,0.02,0.0,0.0,0.02,86.0,54.0,7.9,374.0,T,521,1586
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,0.02,0.01,0.0,0.0,0.02,66.0,13.0,,,E10+,84,214
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,0.02,0.01,0.0,0.0,0.02,71.0,28.0,9.2,27.0,M,22,1265
Bomberman Fantasy Race,PS,1998,Racing,0.01,0.01,0.0,0.0,0.02,,,,,,18,2
AMF Xtreme Bowling,PS2,2006,Sports,0.01,0.01,0.0,0.0,0.02,30.0,4.0,4.2,5.0,E,92,1587
Carnage Heart EXA,PSP,2010,Strategy,0.0,0.0,0.02,0.0,0.02,,,,,E10+,239,811
Worms,PS3,2009,Strategy,0.0,0.02,0.0,0.01,0.02,76.0,9.0,6.9,18.0,E10+,4,450
Capcom Digital Collection,X360,2012,Action,0.02,0.01,0.0,0.0,0.02,65.0,11.0,5.3,4.0,T,13,49
Colin McRae Rally 2.0,GBA,2002,Racing,0.02,0.01,0.0,0.0,0.02,80.0,8.0,,,E,35,1001
Bust-A-Move,3DO,1994,Puzzle,0.0,0.0,0.02,0.0,0.02,,,,,,364,2
Bugriders: The Race of Kings,PS,1997,Racing,0.01,0.01,0.0,0.0,0.02,,,,,,14,2
The Settlers: Rise of an Empire,PC,2007,Strategy,0.01,0.01,0.0,0.0,0.02,66.0,19.0,7.7,44.0,E10+,6,801
Payout Poker & Casino,PSP,,Misc,0.02,0.0,0.0,0.0,0.02,,,,,,34,2
Sheep,PS,2000,Strategy,0.01,0.01,0.0,0.0,0.02,71.0,6.0,,,E,87,1588
Wii de Asobu: Metroid Prime,Wii,,Shooter,0.0,0.0,0.02,0.0,0.02,,,,,,1,2
Tank Beat,DS,2006,Strategy,0.01,0.01,0.0,0.0,0.02,40.0,12.0,5.4,8.0,E10+,162,1327
Wangan Midnight Portable,PSP,2007,Racing,0.0,0.0,0.02,0.0,0.02,,,,,,105,2
Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,0.0,0.02,0.0,0.0,0.02,,,,,,6,2
Rugby League Live 3,PS4,2015,Action,0.0,0.02,0.0,0.0,0.02,,,7.6,7.0,E,331,1014
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,0.0,0.0,0.02,0.0,0.02,,,,,,26,2
Tropico Reloaded,PC,2009,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,T,206,516
Canvas 2,PS2,2006,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,154,2
Pony Luv,DS,2008,Simulation,0.02,0.0,0.0,0.0,0.02,,,,,E,98,1578
Memories Off: Sorekara Again,PS2,2006,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,499,2
11eyes: CrossOver,X360,2009,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,357,2
ParaWorld,PC,2006,Strategy,0.0,0.02,0.0,0.0,0.02,71.0,29.0,8.3,23.0,T,42,1589
Chuck E. Cheese's Sports Games,Wii,2011,Sports,0.02,0.0,0.0,0.0,0.02,,,,,E,282,1019
Puppet Show 3: Lost Town,PC,2011,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,,82,2
Stronghold 2 Deluxe,PC,2005,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,,3,2
AirForce Delta Storm,GBA,2002,Shooter,0.02,0.01,0.0,0.0,0.02,71.0,6.0,,,E,15,70
Winning Post 8 2015,PSV,2015,Action,0.0,0.0,0.02,0.0,0.02,,,,,,49,2
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,0.01,0.01,0.0,0.0,0.02,,,,,,4,2
Xenosaga I·II,DS,2006,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,26,2
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,0.0,0.0,0.02,0.0,0.02,,,,,,68,2
La Corda d'Oro 4,PSV,2016,Action,0.0,0.0,0.02,0.0,0.02,,,,,,49,2
Kuusen II,PS2,2004,Simulation,0.0,0.0,0.02,0.0,0.02,,,,,,154,2
Cross Channel: In Memory of All People,X360,2011,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,463,2
Ghost Pirates of Vooju Island,PC,2009,Adventure,0.0,0.02,0.0,0.0,0.02,66.0,14.0,,,T,233,1590
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,436,2
Future Tactics: The Uprising,GC,2004,Strategy,0.02,0.0,0.0,0.0,0.02,63.0,19.0,,,T,271,1218
Are You Alice?,PSP,2011,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,323,2
Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,,127,2
Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,0.0,0.02,0.0,0.0,0.02,,,,,,15,2
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,0.02,0.0,0.0,0.0,0.02,51.0,24.0,7.6,14.0,T,15,581
Kensei: Sacred Fist,PS,1997,Fighting,0.01,0.01,0.0,0.0,0.02,,,,,,15,2
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,500,2
Backyard NFL Football,DS,2007,Sports,0.02,0.0,0.0,0.0,0.02,,,,,,11,2
Urakata Hakuoki,PSP,2013,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,323,2
Here They Lie,PS4,2016,Adventure,0.0,0.02,0.0,0.0,0.02,62.0,31.0,6.5,36.0,M,4,1591
George of the Jungle and the Search for the Secret,Wii,2008,Platform,0.02,0.0,0.0,0.0,0.02,35.0,10.0,4.0,6.0,E,153,662
Gift: Prism,PS2,2006,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,506,2
Rugby League Live 3,X360,2015,Action,0.0,0.02,0.0,0.0,0.02,,,7.0,4.0,E,331,1014
Legacy of Ys: Books I & II,DS,,Role-Playing,0.02,0.0,0.0,0.0,0.02,,,,,,34,2
Shanghai: True Valor,PS,1998,Puzzle,0.01,0.01,0.0,0.0,0.02,,,,,,5,2
Supermodel Makeover by Lauren Luke,DS,2009,Simulation,0.0,0.02,0.0,0.0,0.02,,,,,,194,2
Pharaoh,PC,1998,Strategy,0.0,0.02,0.0,0.0,0.02,,,8.6,45.0,E,24,1523
Major Dream: Major DS Dream Baseball,DS,2008,Sports,0.0,0.0,0.02,0.0,0.02,,,,,,197,2
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,357,2
Escape the Emerald Star,PC,2011,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,E,209,365
Thunderbirds,GBA,2004,Shooter,0.02,0.01,0.0,0.0,0.02,47.0,11.0,,,E,24,672
TV Total Events,Wii,2011,Misc,0.0,0.02,0.0,0.0,0.02,,,,,,522,2
Vitamin Z Revolution,PSP,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,58,2
Aegis of Earth: Protonovus Assault,PS3,2016,Action,0.01,0.01,0.0,0.0,0.02,,,,,T,148,199
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,79,2
Inkheart,DS,2009,Adventure,0.02,0.0,0.0,0.0,0.02,39.0,8.0,2.2,5.0,E,319,1132
Lunatic Dawn Tempest,PS2,2001,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,239,2
Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,0.0,0.0,0.02,0.0,0.02,,,,,,154,2
Total Immersion Racing,XB,2002,Racing,0.02,0.01,0.0,0.0,0.02,60.0,7.0,,,E,87,398
Luxor: The Wrath of Set,PSP,2006,Puzzle,0.02,0.0,0.0,0.0,0.02,60.0,16.0,,,E,232,803
Board Game: Top Shop,PS,1999,Misc,0.01,0.01,0.0,0.0,0.02,,,,,,88,2
Blade Arcus from Shining EX,PS3,2015,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,,9,2
Bigfoot King of Crush,Wii,2011,Racing,0.02,0.0,0.0,0.0,0.02,,,,,E,74,714
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,0.0,0.0,0.02,0.0,0.02,,,,,,15,2
Demigod,PC,2009,Strategy,0.0,0.02,0.0,0.0,0.02,76.0,50.0,7.9,183.0,T,11,766
Cocoto Magic Circus,Wii,2008,Shooter,0.02,0.0,0.0,0.0,0.02,,,,,E10+,299,423
Rugby Challenge 3,X360,2016,Sports,0.0,0.02,0.0,0.0,0.02,,,,,E,395,1486
Toukiden 2,PS3,2016,Action,0.0,0.0,0.02,0.0,0.02,,,,,,49,2
Europa Universalis III Complete,PC,2008,Strategy,0.0,0.02,0.0,0.0,0.02,,,8.7,6.0,E10+,310,1341
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,214,2
Dunamis 15,PS3,2011,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,357,2
DemiKids: Dark Version,GBA,2002,Role-Playing,0.02,0.01,0.0,0.0,0.02,,,,,,91,2
Resident Evil: Umbrella Corps,PS4,2016,Action,0.0,0.0,0.02,0.0,0.02,,,,,,13,2
Mage Knight: Destiny's Soldier,DS,2006,Strategy,0.02,0.0,0.0,0.0,0.02,59.0,8.0,7.1,11.0,E10+,26,460
Fishdom 2 Deluxe,PC,2010,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,,143,2
Blender Bros.,GBA,2002,Platform,0.02,0.01,0.0,0.0,0.02,73.0,10.0,,,E,34,783
Treasure Chase,DS,2011,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,,215,2
Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,9,2
Stronghold Crusader Extreme,PC,2008,Strategy,0.0,0.02,0.0,0.0,0.02,45.0,11.0,6.8,45.0,T,411,1053
Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,409,2
DemiKids: Light Version,GBA,2002,Role-Playing,0.02,0.01,0.0,0.0,0.02,62.0,8.0,8.3,15.0,E,91,1592
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,58,2
Cities XL 2011,PC,2010,Simulation,0.0,0.02,0.0,0.0,0.02,70.0,17.0,5.7,39.0,E,82,1371
Farm Frenzy 3,DS,2011,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,,34,2
Bottom of the 9th '97,PS,1997,Sports,0.01,0.01,0.0,0.0,0.02,,,,,,15,2
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,523,2
Rapala for Kinect,X360,2011,Sports,0.0,0.02,0.0,0.0,0.02,,,,,E,5,243
Line Rider 2: Unbound,Wii,2008,Puzzle,0.02,0.0,0.0,0.0,0.02,62.0,12.0,6.4,5.0,E,42,886
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,58,2
HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,242,2
QUIZ PARTY,Wii,2012,Misc,0.0,0.02,0.0,0.0,0.02,,,,,,1,2
SimCity Societies,PC,2007,Simulation,0.0,0.02,0.0,0.0,0.02,63.0,27.0,4.3,95.0,E10+,8,1505
Winx Club: Rockstars,DS,2010,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,E,26,1593
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,0.02,0.0,0.0,0.0,0.02,,,6.5,4.0,T,5,878
Star Trek Online,PC,2010,Role-Playing,0.0,0.02,0.0,0.0,0.02,66.0,34.0,6.2,694.0,T,11,1594
Kingdom: Ikkitousen no Ken,PSP,2010,Action,0.0,0.0,0.02,0.0,0.02,,,,,,15,2
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,,515,2
RayCrisis: Series Termination,PS,1999,Shooter,0.01,0.01,0.0,0.0,0.02,67.0,8.0,,,E,41,52
Bomberman Story DS,DS,2007,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,70,2
Anima - Gate of Memories,PS4,2016,Action,0.0,0.02,0.0,0.0,0.02,52.0,13.0,7.9,34.0,T,194,1595
Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,214,2
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.3,185.0,M,6,53
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,524,2
Toxic Grind,XB,2002,Sports,0.02,0.0,0.0,0.0,0.02,49.0,9.0,,,T,29,869
Tropico 4: Modern Times,PC,2012,Strategy,0.0,0.02,0.0,0.0,0.02,78.0,11.0,8.0,58.0,T,206,761
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,362,2
ScrapLand,XB,2005,Action,0.02,0.0,0.0,0.0,0.02,73.0,20.0,7.4,5.0,T,42,358
Enchanted Arms (JP sales),X360,2006,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,6,2
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,315,2
Geten no Hana,PSP,2013,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,49,2
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,49,2
Indianapolis 500 Evolution,X360,2009,Racing,0.02,0.0,0.0,0.0,0.02,,,,,E,201,612
Brothers in Arms: Hell's Highway,PC,2008,Shooter,0.0,0.02,0.0,0.0,0.02,79.0,22.0,7.9,130.0,M,6,101
D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,15,2
Crazy Machines,Wii,2010,Puzzle,0.01,0.01,0.0,0.0,0.02,,,,,E,233,1596
Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,430,2
DiRT,PC,2007,Racing,0.0,0.02,0.0,0.0,0.02,84.0,20.0,7.3,91.0,E,35,295
School Days LxH,PS2,2008,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,466,2
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,0.0,0.02,0.0,0.0,0.02,86.0,12.0,8.6,38.0,T,6,1597
Serious Sam HD: Gold Edition,X360,2011,Shooter,0.0,0.02,0.0,0.0,0.02,,,,,,92,2
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,0.01,0.01,0.0,0.0,0.02,,,,,,67,2
Neo Angelique,PS2,2006,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,49,2
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,0.0,0.01,0.01,0.0,0.02,64.0,11.0,7.3,10.0,T,131,1010
Namco Museum Battle Collection (JP sales),PSP,2005,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,4,2
Ceville,PC,2009,Action,0.0,0.02,0.0,0.0,0.02,73.0,17.0,8.2,21.0,E,206,1598
Brandish: The Dark Revenant,PSP,2009,Role-Playing,0.0,0.0,0.02,0.0,0.02,78.0,9.0,8.3,12.0,T,251,900
Thomas and Friends: Steaming around Sodor,3DS,2015,Action,0.0,0.02,0.0,0.0,0.02,,,,,,126,387
Chaos;Head Noah,PSP,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,357,2
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,0.02,0.01,0.0,0.0,0.02,77.0,20.0,8.1,19.0,E10+,56,1116
Samurai Shodown V,XB,2006,Fighting,0.02,0.0,0.0,0.0,0.02,58.0,29.0,,,T,153,1193
Falcon 4.0: Allied Force,PC,2005,Simulation,0.0,0.02,0.0,0.0,0.02,90.0,7.0,8.6,37.0,T,525,1599
Minna no Chizu 2,PSP,2007,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,470,2
Pro Fishing Challenge,XB,2004,Sports,0.02,0.0,0.0,0.0,0.02,62.0,11.0,9.1,9.0,E,91,790
Franklin's Great Adventures,DS,2006,Action,0.02,0.0,0.0,0.0,0.02,,,,,E,102,423
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,49,2
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,0.0,0.0,0.02,0.0,0.02,81.0,34.0,9.0,76.0,T,13,1303
Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,451,2
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,0.0,0.0,0.02,0.0,0.02,,,,,,26,2
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,0.02,0.0,0.0,0.0,0.02,67.0,5.0,,,E10+,5,243
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,0.0,0.0,0.02,0.0,0.02,,,,,,242,2
Tokyo Mew Mew,PS,2002,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,152,2
Kawasaki Jet Ski,Wii,2008,Racing,0.02,0.0,0.0,0.0,0.02,,,0.6,5.0,E,139,895
Interactive Storybook DS Series 3,DS,2007,Misc,0.02,0.0,0.0,0.0,0.02,,,,,E,406,883
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,430,2
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,,323,2
Rule of Rose,PS2,2006,Action,0.01,0.01,0.0,0.0,0.02,59.0,44.0,8.6,51.0,M,12,1600
RedCard 20-03,GC,2002,Sports,0.02,0.0,0.0,0.0,0.02,71.0,11.0,7.4,5.0,E,40,625
Bejeweled 2 Deluxe,PC,2006,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,E,82,365
Freestyle Metal X,XB,2003,Racing,0.02,0.0,0.0,0.0,0.02,,,,,,40,2
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,,356,819
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,0.01,0.01,0.0,0.0,0.02,,,,,,26,2
